Timestamp,Container,Name,ID,CPUPerc,MemUsage,MemPerc,NetIO,BlockIO,PIDs
1741134352,ea7588c7fe76,reverse-proxy-agent-1,ea7588c7fe76,8.56%,"2.626GiB / 15.48GiB",16.96%,"7.92MB / 11.3MB","0B / 0B",1430
1741134352,b19c60f8b9aa,reverse-proxy-lb-1,b19c60f8b9aa,1.67%,"119.3MiB / 15.48GiB",0.75%,"15.9MB / 18.2MB","0B / 0B",38
1741134352,aef6cac2fb96,reverse-proxy-api-1,aef6cac2fb96,92.38%,"81.26MiB / 1GiB",7.94%,"9.95MB / 6.93MB","0B / 0B",29
1741134352,469747e068cc,reverse-proxy-controller-1,469747e068cc,0.88%,"883MiB / 15.48GiB",5.57%,"4.95MB / 1.01MB","0B / 0B",246
1741134364,415af4ce659b,reverse-proxy-cache-1,415af4ce659b,0.00%,"13.74MiB / 20MiB",68.69%,"1.13kB / 0B","0B / 0B",18
1741134364,ea7588c7fe76,reverse-proxy-agent-1,ea7588c7fe76,19.28%,"2.641GiB / 15.48GiB",17.06%,"8.32MB / 11.8MB","0B / 0B",1430
1741134364,b19c60f8b9aa,reverse-proxy-lb-1,b19c60f8b9aa,1.61%,"119.6MiB / 15.48GiB",0.75%,"16.7MB / 19.1MB","0B / 0B",38
1741134364,aef6cac2fb96,reverse-proxy-api-1,aef6cac2fb96,92.34%,"77.02MiB / 1GiB",7.52%,"10.4MB / 7.27MB","0B / 0B",28
1741134364,469747e068cc,reverse-proxy-controller-1,469747e068cc,1.34%,"883.6MiB / 15.48GiB",5.58%,"5.11MB / 1.05MB","0B / 0B",246
1741134374,415af4ce659b,reverse-proxy-cache-1,415af4ce659b,0.00%,"13.74MiB / 20MiB",68.69%,"1.13kB / 0B","0B / 0B",18
1741134374,ea7588c7fe76,reverse-proxy-agent-1,ea7588c7fe76,13.25%,"2.663GiB / 15.48GiB",17.21%,"8.72MB / 12.3MB","0B / 0B",1430
1741134374,b19c60f8b9aa,reverse-proxy-lb-1,b19c60f8b9aa,1.71%,"119.5MiB / 15.48GiB",0.75%,"17.5MB / 20MB","0B / 0B",38
1741134374,aef6cac2fb96,reverse-proxy-api-1,aef6cac2fb96,94.62%,"83.93MiB / 1GiB",8.20%,"10.9MB / 7.61MB","0B / 0B",28
1741134374,469747e068cc,reverse-proxy-controller-1,469747e068cc,0.79%,"884.3MiB / 15.48GiB",5.58%,"5.24MB / 1.08MB","0B / 0B",246
1741134386,415af4ce659b,reverse-proxy-cache-1,415af4ce659b,0.00%,"13.74MiB / 20MiB",68.69%,"1.13kB / 0B","0B / 0B",18
1741134386,ea7588c7fe76,reverse-proxy-agent-1,ea7588c7fe76,13.55%,"2.686GiB / 15.48GiB",17.35%,"9.12MB / 12.9MB","0B / 0B",1430
1741134386,b19c60f8b9aa,reverse-proxy-lb-1,b19c60f8b9aa,1.56%,"119.5MiB / 15.48GiB",0.75%,"18.3MB / 20.9MB","0B / 0B",38
1741134386,aef6cac2fb96,reverse-proxy-api-1,aef6cac2fb96,92.41%,"79.89MiB / 1GiB",7.80%,"11.4MB / 7.95MB","0B / 0B",26
1741134386,469747e068cc,reverse-proxy-controller-1,469747e068cc,1.15%,"886MiB / 15.48GiB",5.59%,"5.4MB / 1.11MB","0B / 0B",249
